Date,Time,Open,High,Low,Close,Volume,NumberOfTrades,BidVolume,AskVolume
12/22/17, 07:06:00.0,2689,2689,2688.5,2688.75,323,120,209,114
12/22/17, 07:09:00.0,2688.75,2689,2688.5,2688.5,265,113,183,82
12/22/17, 07:12:00.0,2688.5,2688.75,2688,2688.25,694,251,386,308
12/22/17, 07:15:00.0,2688.25,2688.5,2688,2688.5,1572,416,1155,417
12/22/17, 07:18:00.0,2688.25,2688.5,2688.25,2688.5,244,96,64,180
12/22/17, 07:21:00.0,2688.5,2688.5,2688,2688.5,884,325,410,474
12/22/17, 07:24:00.0,2688.5,2688.75,2688.25,2688.5,285,148,132,153
12/22/17, 07:27:00.0,2688.5,2688.5,2688.25,2688.25,208,77,43,165
12/22/17, 07:30:00.0,2688.25,2689,2688.25,2688.75,935,313,229,706
12/22/17, 07:33:00.0,2688.75,2689.25,2688.5,2689.25,537,221,126,411
12/22/17, 07:36:00.0,2689.25,2689.25,2688.75,2689,693,252,330,363
12/22/17, 07:39:00.0,2689.25,2690,2689,2689.75,671,288,126,545
12/22/17, 07:42:00.0,2689.75,2690,2689.5,2689.75,607,313,282,325
12/22/17, 07:45:00.0,2689.75,2689.75,2689.25,2689.5,464,171,355,109
12/22/17, 07:48:00.0,2689.5,2689.5,2688.5,2688.5,1002,452,718,284
12/22/17, 07:51:00.0,2688.75,2688.75,2688.25,2688.5,738,310,398,340
12/22/17, 07:54:00.0,2688.5,2688.5,2688,2688,1502,425,999,503
12/22/17, 07:57:00.0,2688,2688.5,2688,2688.25,545,177,238,307
12/22/17, 08:00:00.0,2688.25,2688.25,2687.75,2688.25,1446,465,956,490
12/22/17, 08:03:00.0,2688.25,2688.5,2688,2688.25,692,271,213,479
12/22/17, 08:06:00.0,2688.5,2688.5,2688.25,2688.25,142,79,112,30
12/22/17, 08:09:00.0,2688.5,2688.5,2688.25,2688.25,145,112,69,76
12/22/17, 08:12:00.0,2688.5,2689,2688.25,2688.75,1122,439,401,721
12/22/17, 08:15:00.0,2689,2689.25,2688.75,2689.25,870,301,355,515
12/22/17, 08:18:00.0,2689,2689.25,2688.25,2688.25,344,144,312,32
12/22/17, 08:21:00.0,2688.5,2688.75,2688.25,2688.5,1079,370,438,641
12/22/17, 08:24:00.0,2688.5,2688.75,2688.25,2688.75,516,205,171,345
12/22/17, 08:27:00.0,2688.5,2688.75,2688,2688.5,2912,814,1857,1055
12/22/17, 08:30:00.0,2688.25,2689,2687.5,2688.5,17111,5383,10337,6774
12/22/17, 08:33:00.0,2688.5,2689,2687.25,2687.25,12694,4004,7580,5114
12/22/17, 08:36:00.0,2687.25,2688.5,2684.75,2685.75,21173,6763,13028,8145
12/22/17, 08:39:00.0,2685.5,2687,2685.5,2686.75,9322,3948,3992,5330
12/22/17, 08:42:00.0,2686.5,2688,2686.5,2687.5,6666,2789,3179,3487
12/22/17, 08:45:00.0,2687.75,2687.75,2686.5,2687,4504,1887,2719,1785
12/22/17, 08:48:00.0,2686.75,2687.5,2686.25,2686.5,4726,1980,2650,2076
12/22/17, 08:51:00.0,2686.5,2688,2686,2687.75,4303,1978,1696,2607
12/22/17, 08:54:00.0,2687.75,2688.25,2687.5,2687.5,3197,1325,1639,1558
12/22/17, 08:57:00.0,2687.5,2689,2687.5,2688.75,3460,1337,1262,2198
12/22/17, 09:00:00.0,2688.75,2689,2687.5,2687.75,4664,1884,2605,2059
12/22/17, 09:03:00.0,2687.75,2688.75,2687.75,2688.25,2735,1233,1347,1388
12/22/17, 09:06:00.0,2688.5,2689,2688,2689,2697,1111,1353,1344
12/22/17, 09:09:00.0,2689,2689,2686.5,2686.75,8841,3312,6177,2664
12/22/17, 09:12:00.0,2686.75,2686.75,2684.75,2686,12525,4608,7670,4855
12/22/17, 09:15:00.0,2686,2686.5,2685.75,2686.5,1888,755,532,1356
12/22/17, 09:18:00.0,2686.5,2687,2686,2686.25,5766,1826,3129,2637
12/22/17, 09:21:00.0,2686.25,2687.25,2686.25,2687,2992,1118,1211,1781
12/22/17, 09:24:00.0,2686.75,2687.5,2686.75,2687,2769,1040,1339,1430
12/22/17, 09:27:00.0,2687.25,2687.25,2686.25,2686.5,2182,881,1379,803
12/22/17, 09:30:00.0,2686.25,2687.5,2685.75,2686.25,7197,2755,3338,3859
12/22/17, 09:33:00.0,2686.25,2686.75,2685.5,2686,3969,1563,2190,1779
12/22/17, 09:36:00.0,2685.75,2686.25,2685.5,2686.25,2823,892,973,1850
12/22/17, 09:39:00.0,2686.25,2686.25,2685.75,2686.25,3108,853,1710,1398
12/22/17, 09:42:00.0,2686.25,2686.75,2685.75,2685.75,4300,1526,2270,2030
12/22/17, 09:45:00.0,2686,2686.25,2685.5,2686,1973,731,715,1258
12/22/17, 09:48:00.0,2686.25,2687,2686.25,2686.5,3009,1046,1280,1729
12/22/17, 09:51:00.0,2686.25,2687,2686.25,2687,1632,668,613,1019
12/22/17, 09:54:00.0,2687,2687,2686.5,2687,2378,983,1380,998
12/22/17, 09:57:00.0,2686.75,2687.25,2686,2686.25,3608,1364,1926,1682
12/22/17, 10:00:00.0,2686.25,2686.5,2686,2686,1595,596,1289,306
12/22/17, 10:03:00.0,2686,2686.25,2685.5,2685.5,3465,991,2435,1030
12/22/17, 10:06:00.0,2685.5,2685.5,2683.25,2685,9026,3406,5126,3900
12/22/17, 10:09:00.0,2684.75,2685.25,2684.5,2685,2999,1196,1389,1610
12/22/17, 10:12:00.0,2685,2685.5,2684.75,2685.5,2034,774,717,1317
12/22/17, 10:15:00.0,2685.5,2685.5,2684.5,2685.25,2555,1029,1514,1041
12/22/17, 10:18:00.0,2685.25,2685.25,2684.75,2685,2218,775,1036,1182
12/22/17, 10:21:00.0,2685,2686.25,2685,2686,4169,1600,1803,2366
12/22/17, 10:24:00.0,2686,2686.25,2685.25,2685.5,2099,828,1096,1003
12/22/17, 10:27:00.0,2685.5,2685.75,2684.75,2684.75,2654,1098,1602,1052
12/22/17, 10:30:00.0,2685,2685.5,2684.75,2685,3338,1181,1191,2147
12/22/17, 10:33:00.0,2685,2685,2682.25,2684.5,17495,5435,9242,8253
12/22/17, 10:36:00.0,2684.5,2684.75,2683.75,2684,4119,1431,1908,2211
12/22/17, 10:39:00.0,2684,2684.5,2683.5,2684,4503,1345,2628,1875
12/22/17, 10:42:00.0,2684,2684.5,2684,2684.25,2811,964,1135,1676
12/22/17, 10:45:00.0,2684.5,2685.5,2684.25,2685,4256,1519,1180,3076
12/22/17, 10:48:00.0,2685,2685,2684.5,2684.5,3742,1215,2512,1230
12/22/17, 10:51:00.0,2684.5,2685,2684.5,2684.75,1612,669,899,713
12/22/17, 10:54:00.0,2684.5,2685,2684.25,2684.25,2324,836,1277,1047
12/22/17, 10:57:00.0,2684.25,2684.5,2683.75,2684,2196,770,1222,974
12/22/17, 11:00:00.0,2684,2684.5,2684,2684.25,650,274,364,286
12/22/17, 11:03:00.0,2684.25,2684.75,2684.25,2684.5,1293,449,619,674
12/22/17, 11:06:00.0,2684.5,2684.5,2683.75,2684,1411,589,856,555
12/22/17, 11:09:00.0,2684.25,2684.5,2684,2684,688,257,247,441
12/22/17, 11:12:00.0,2684.25,2684.75,2684,2684.75,981,373,208,773
12/22/17, 11:15:00.0,2684.5,2684.75,2684.5,2684.5,366,166,136,230
12/22/17, 11:18:00.0,2684.75,2685,2684.5,2684.75,2267,655,893,1374
12/22/17, 11:21:00.0,2684.75,2685.5,2684.75,2685.5,2204,702,915,1289
12/22/17, 11:24:00.0,2685.5,2685.75,2685.25,2685.5,1955,604,875,1080
12/22/17, 11:27:00.0,2685.75,2686,2685.25,2685.5,3225,931,1538,1687
12/22/17, 11:30:00.0,2685.75,2685.75,2685.25,2685.25,889,315,528,361
12/22/17, 11:33:00.0,2685.5,2685.5,2685,2685.25,2050,704,1193,857
12/22/17, 11:36:00.0,2685.25,2685.5,2685,2685.25,891,273,410,481
12/22/17, 11:39:00.0,2685.25,2685.5,2684.75,2684.75,1006,352,820,186
12/22/17, 11:42:00.0,2684.75,2685,2684.5,2685,2068,616,1048,1020
12/22/17, 11:45:00.0,2684.75,2685,2684.75,2684.75,276,143,122,154
12/22/17, 11:48:00.0,2684.75,2684.75,2684.5,2684.75,1854,537,1325,529
12/22/17, 11:51:00.0,2684.75,2684.75,2684.25,2684.25,1316,452,639,677
12/22/17, 11:54:00.0,2684.5,2685,2684.25,2684.5,832,382,329,503
12/22/17, 11:57:00.0,2684.5,2685,2684.5,2684.75,1261,541,725,536
12/22/17, 12:00:00.0,2684.5,2685,2684.5,2685,984,395,337,647
12/22/17, 12:03:00.0,2684.75,2685,2684.75,2685,794,383,245,549
12/22/17, 12:06:00.0,2684.75,2685,2684.75,2685,166,111,114,52
12/22/17, 12:09:00.0,2684.75,2685,2684.5,2684.75,2018,612,860,1158
12/22/17, 12:12:00.0,2684.5,2685,2684.5,2684.75,1223,443,308,915
12/22/17, 12:15:00.0,2685,2685.25,2684.5,2685.25,1213,451,406,807
12/22/17, 12:18:00.0,2685.25,2685.25,2685,2685,608,270,420,188
12/22/17, 12:21:00.0,2685.25,2685.25,2684.75,2685.25,1075,377,480,595
12/22/17, 12:24:00.0,2685.25,2685.25,2684.75,2685,1736,520,1017,719
12/22/17, 12:27:00.0,2685.25,2685.25,2685,2685,844,354,371,473
12/22/17, 12:30:00.0,2685,2685.5,2685,2685.25,1167,423,553,614
12/22/17, 12:33:00.0,2685.5,2685.75,2685.25,2685.5,1682,559,603,1079
12/22/17, 12:36:00.0,2685.5,2685.5,2685.25,2685.25,530,212,288,242
12/22/17, 12:39:00.0,2685.25,2686.25,2685,2686,5287,1301,1996,3291
12/22/17, 12:42:00.0,2686,2686.25,2685.75,2686.25,2559,777,1261,1298
12/22/17, 12:45:00.0,2686,2687,2686,2686.75,3703,1253,1560,2143
12/22/17, 12:48:00.0,2686.75,2687,2686.25,2686.5,1721,589,983,738
12/22/17, 12:51:00.0,2686.25,2686.5,2686.25,2686.25,579,258,207,372
12/22/17, 12:54:00.0,2686.5,2687.25,2686.25,2686.75,2264,808,849,1415
12/22/17, 12:57:00.0,2687,2687.25,2686.75,2687,1712,477,708,1004
12/22/17, 13:00:00.0,2687,2687.25,2686.75,2687,2060,677,1177,883
12/22/17, 13:03:00.0,2687,2687.25,2686,2686.25,2727,878,1945,782
12/22/17, 13:06:00.0,2686,2686.25,2685.75,2685.75,1096,383,590,506
12/22/17, 13:09:00.0,2686,2686.25,2685.75,2686,2366,766,1051,1315
12/22/17, 13:12:00.0,2685.75,2687,2685.75,2686.75,3218,874,1113,2105
12/22/17, 13:15:00.0,2687,2687.5,2686.75,2687.25,4351,1383,1775,2576
12/22/17, 13:18:00.0,2687.25,2688,2687.25,2687.75,2365,898,919,1446
12/22/17, 13:21:00.0,2687.75,2687.75,2687.25,2687.25,653,203,542,111
12/22/17, 13:24:00.0,2687.5,2687.75,2687,2687,1316,459,784,532
12/22/17, 13:27:00.0,2687,2687.5,2687,2687.25,1033,391,506,527
12/22/17, 13:30:00.0,2687.5,2688,2687.25,2687.5,1822,707,591,1231
12/22/17, 13:33:00.0,2687.5,2687.75,2687.25,2687.25,1177,365,586,591
12/22/17, 13:36:00.0,2687.25,2687.5,2687,2687.25,1748,656,718,1030
12/22/17, 13:39:00.0,2687.5,2687.5,2686.75,2687.25,1749,516,801,948
12/22/17, 13:42:00.0,2687.5,2687.5,2686.5,2687,3053,887,1874,1179
12/22/17, 13:45:00.0,2687,2688,2686.75,2688,2085,731,790,1295
12/22/17, 13:48:00.0,2688,2688.25,2687.75,2688,1681,558,653,1028
12/22/17, 13:51:00.0,2688.25,2688.5,2687.75,2687.75,3503,1081,1662,1841
12/22/17, 13:54:00.0,2688,2688.25,2687.25,2687.5,3003,848,1831,1172
12/22/17, 13:57:00.0,2687.25,2688,2687.25,2687.75,1952,653,583,1369
12/22/17, 14:00:00.0,2688,2688.25,2687.5,2687.75,2110,687,1121,989
12/22/17, 14:03:00.0,2687.75,2688,2686.75,2687.25,3693,1105,1874,1819
12/22/17, 14:06:00.0,2687,2687.75,2687,2687.5,1838,633,812,1026
12/22/17, 14:09:00.0,2687.75,2688,2687.5,2688,903,348,457,446
12/22/17, 14:12:00.0,2687.75,2687.75,2687.25,2687.25,1548,462,1055,493
12/22/17, 14:15:00.0,2687.5,2687.75,2687.25,2687.5,1803,552,845,958
12/22/17, 14:18:00.0,2687.25,2687.5,2687.25,2687.5,1035,318,55,980
12/22/17, 14:21:00.0,2687.25,2687.5,2686.75,2687,3209,1021,1807,1402
12/22/17, 14:24:00.0,2687,2687.5,2686.5,2687,2206,810,1071,1135
12/22/17, 14:27:00.0,2687,2687.75,2687,2687.75,1747,542,585,1162
12/22/17, 14:30:00.0,2687.75,2688,2687.5,2687.75,2344,774,902,1442
12/22/17, 14:33:00.0,2687.75,2688.25,2687.5,2688.25,2797,851,1157,1640
12/22/17, 14:36:00.0,2688.25,2689,2688,2688.75,3480,1055,1217,2263
12/22/17, 14:39:00.0,2689,2689.25,2688,2688.25,4797,1387,2455,2342
12/22/17, 14:42:00.0,2688,2688.25,2687.5,2687.5,2815,924,1641,1174
12/22/17, 14:45:00.0,2687.5,2688,2687,2687.75,4398,1358,1786,2612
12/22/17, 14:48:00.0,2687.75,2688,2686.75,2687,5575,1424,3375,2200
12/22/17, 14:51:00.0,2687,2687.25,2686.75,2687,2603,782,964,1639
12/22/17, 14:54:00.0,2687.25,2688,2687,2687.75,7256,1828,2818,4438
12/22/17, 14:57:00.0,2687.75,2689.5,2687,2688.75,46454,8050,21900,24554
12/22/17, 15:00:00.0,2689,2689.25,2686.5,2687,26181,4402,15551,10630
12/22/17, 15:03:00.0,2686.75,2687,2686.25,2686.5,7413,1468,4622,2791
12/22/17, 15:06:00.0,2686.5,2686.75,2686.25,2686.5,5590,1015,2523,3067
12/22/17, 15:09:00.0,2686.25,2686.75,2686,2686.25,4046,954,2069,1977
12/22/17, 15:12:00.0,2686.25,2686.5,2685.5,2686.25,7806,1728,4053,3753
12/22/17, 15:30:00.0,2686.25,2686.5,2685.75,2686.25,1571,314,839,732
12/22/17, 15:33:00.0,2686,2686.5,2686,2686,667,138,262,405
12/22/17, 15:36:00.0,2686,2686.25,2685.5,2686.25,634,145,363,271
12/22/17, 15:39:00.0,2686.25,2686.5,2686,2686.25,658,96,121,537
12/22/17, 15:42:00.0,2686.25,2686.5,2686.25,2686.5,738,96,313,425
12/22/17, 15:45:00.0,2686.5,2686.5,2686.25,2686.5,265,53,162,103
12/22/17, 15:48:00.0,2686.5,2686.75,2686.25,2686.75,299,93,33,266
12/22/17, 15:51:00.0,2686.75,2687,2686.5,2686.75,461,90,338,123
12/22/17, 15:54:00.0,2686.75,2687,2686.5,2686.75,174,59,109,65
12/22/17, 15:57:00.0,2687,2687.25,2686.5,2687,1147,244,358,789
12/25/17, 17:00:00.0,2686.75,2688,2686.5,2687.75,704,353,294,410
12/25/17, 17:03:00.0,2687.75,2688.25,2687.5,2688.25,235,116,63,172
12/25/17, 17:06:00.0,2688,2688.75,2688,2688.75,405,183,44,361
12/25/17, 17:09:00.0,2688.75,2688.75,2688.5,2688.5,47,38,14,33
12/25/17, 17:12:00.0,2688.5,2688.75,2688.5,2688.75,101,34,10,91
12/25/17, 17:15:00.0,2688.75,2689,2688.5,2688.75,188,88,57,131
12/25/17, 17:18:00.0,2688.75,2689,2688.25,2688.25,267,109,142,125
12/25/17, 17:21:00.0,2688.25,2688.25,2688,2688.25,26,15,3,23
12/25/17, 17:24:00.0,2688.25,2688.5,2688.25,2688.25,151,60,44,107
12/25/17, 17:27:00.0,2688.5,2688.5,2688.5,2688.5,38,21,3,35
12/25/17, 17:30:00.0,2688.5,2689,2688.5,2688.75,109,59,49,60
12/25/17, 17:33:00.0,2689,2689.25,2688.5,2689,316,130,117,199
12/25/17, 17:36:00.0,2689,2689.5,2689,2689,279,84,218,61
12/25/17, 17:39:00.0,2688.75,2689,2688.5,2688.75,309,101,212,97
12/25/17, 17:42:00.0,2688.75,2688.75,2688,2688.25,353,110,213,140
12/25/17, 17:45:00.0,2688.5,2688.5,2688.25,2688.5,185,68,64,121
12/25/17, 17:48:00.0,2688.75,2688.75,2688.5,2688.5,141,40,42,99
12/25/17, 17:51:00.0,2688.5,2688.75,2688.5,2688.75,96,42,47,49
12/25/17, 17:54:00.0,2688.75,2688.75,2688.25,2688.5,95,29,90,5
12/25/17, 17:57:00.0,2688.5,2688.75,2688.25,2688.25,234,65,144,90
12/25/17, 18:00:00.0,2688.5,2688.75,2688.25,2688.75,190,68,71,119
12/25/17, 18:03:00.0,2688.75,2688.75,2688.25,2688.5,179,46,54,125
12/25/17, 18:06:00.0,2688.5,2688.75,2688.25,2688.75,127,46,54,73
12/25/17, 18:09:00.0,2688.5,2688.5,2688.5,2688.5,115,48,48,67
12/25/17, 18:12:00.0,2688.25,2688.5,2688.25,2688.5,76,37,30,46
12/25/17, 18:15:00.0,2688.5,2688.5,2688.25,2688.25,52,37,42,10
12/25/17, 18:18:00.0,2688.25,2688.25,2688,2688.25,6,6,1,5
12/25/17, 18:21:00.0,2688.25,2688.25,2688,2688,95,48,87,8
12/25/17, 18:24:00.0,2688,2688,2687.75,2688,110,59,47,63
12/25/17, 18:27:00.0,2688,2688,2687.75,2688,31,19,17,14
12/25/17, 18:30:00.0,2688,2688,2688,2688,29,16,21,8
12/25/17, 18:33:00.0,2688,2688,2687.75,2687.75,6,4,3,3
12/25/17, 18:36:00.0,2688,2688,2688,2688,58,21,22,36
12/25/17, 18:39:00.0,2688,2688,2687.75,2687.75,19,14,15,4
12/25/17, 18:45:00.0,2687.75,2688,2687.75,2688,20,16,11,9
12/25/17, 18:48:00.0,2687.75,2687.75,2687.5,2687.5,232,105,204,28
12/25/17, 18:51:00.0,2687.5,2687.5,2687,2687.25,227,121,195,32
12/25/17, 18:54:00.0,2687.25,2687.5,2687,2687.25,158,99,101,57
12/25/17, 18:57:00.0,2687.25,2687.25,2687,2687.25,91,64,39,52
12/25/17, 19:00:00.0,2687.25,2687.25,2687,2687,167,87,119,48
12/25/17, 19:03:00.0,2686.75,2687,2686.5,2686.75,249,122,175,74
12/25/17, 19:06:00.0,2686.75,2686.75,2686,2686,382,192,305,77
12/25/17, 19:09:00.0,2686,2686.25,2685.5,2685.75,188,93,95,93
12/25/17, 19:12:00.0,2685.75,2685.75,2683.75,2684.5,1302,656,841,461
12/25/17, 19:15:00.0,2684.75,2685,2684.5,2685,257,131,75,182
12/25/17, 19:18:00.0,2685,2685.25,2684.75,2685,187,121,88,99
12/25/17, 19:21:00.0,2685,2685.25,2684.75,2685.25,145,104,71,74
12/25/17, 19:24:00.0,2685,2685.25,2684.75,2684.75,125,80,92,33
12/25/17, 19:27:00.0,2684.75,2685,2684.5,2684.75,136,85,81,55
12/25/17, 19:30:00.0,2684.75,2684.75,2683.75,2684,398,247,271,127
12/25/17, 19:33:00.0,2684,2684.25,2684,2684,221,135,67,154
12/25/17, 19:36:00.0,2684.25,2684.75,2684,2684.5,266,150,141,125
12/25/17, 19:39:00.0,2684.25,2685,2684.25,2685,217,105,59,158
12/25/17, 19:42:00.0,2685,2685,2684.5,2684.5,93,54,64,29
12/25/17, 19:45:00.0,2684.5,2685,2684.5,2684.75,30,18,4,26
12/25/17, 19:48:00.0,2685,2685,2684.75,2684.75,66,46,37,29
12/25/17, 19:51:00.0,2685,2685.5,2685,2685.25,144,79,46,98
12/25/17, 19:54:00.0,2685.25,2685.75,2685.25,2685.75,175,82,96,79
12/25/17, 19:57:00.0,2685.75,2685.75,2685.25,2685.25,93,52,85,8
12/25/17, 20:00:00.0,2685.25,2685.5,2685.25,2685.5,48,36,27,21
12/25/17, 20:03:00.0,2685.5,2685.5,2685.25,2685.5,67,32,36,31
12/25/17, 20:06:00.0,2685.5,2685.5,2685.25,2685.5,65,36,34,31
12/25/17, 20:09:00.0,2685.25,2685.5,2685.25,2685.25,49,24,41,8
12/25/17, 20:12:00.0,2685.5,2685.5,2685.25,2685.25,53,30,33,20
12/25/17, 20:15:00.0,2685.25,2685.5,2685.25,2685.25,47,21,34,13
12/25/17, 20:18:00.0,2685.5,2685.5,2685,2685.25,78,44,63,15
12/25/17, 20:21:00.0,2685.25,2685.25,2685,2685.25,34,31,8,26
12/25/17, 20:24:00.0,2685.25,2685.25,2685,2685.25,38,34,14,24
12/25/17, 20:27:00.0,2685.25,2685.5,2685,2685.25,59,39,24,35
12/25/17, 20:30:00.0,2685,2685.25,2685,2685,37,27,33,4
12/25/17, 20:33:00.0,2685,2685.25,2685,2685,26,20,21,5
12/25/17, 20:36:00.0,2685.25,2685.25,2685,2685.25,72,45,20,52
12/25/17, 20:39:00.0,2685.25,2685.5,2685.25,2685.25,79,53,42,37
12/25/17, 20:42:00.0,2685.25,2685.5,2685,2685.5,71,48,26,45
12/25/17, 20:45:00.0,2685.5,2685.5,2685,2685.25,111,51,68,43
12/25/17, 20:48:00.0,2685.25,2685.5,2685,2685.5,111,59,67,44
12/25/17, 20:51:00.0,2685.25,2685.5,2685,2685.5,42,15,6,36
12/25/17, 20:54:00.0,2685.5,2685.5,2685.5,2685.5,5,5,0,5
12/25/17, 20:57:00.0,2685.25,2685.5,2685.25,2685.5,34,18,24,10
12/25/17, 21:00:00.0,2685.5,2685.5,2685,2685,28,14,21,7
12/25/17, 21:03:00.0,2685.25,2685.25,2685,2685.25,35,10,25,10
12/25/17, 21:06:00.0,2685.25,2685.25,2685.25,2685.25,9,9,1,8
12/25/17, 21:09:00.0,2685.25,2685.25,2685.25,2685.25,36,18,22,14
12/25/17, 21:12:00.0,2685.25,2685.5,2685.25,2685.5,47,27,16,31
12/25/17, 21:15:00.0,2685.5,2685.5,2685.5,2685.5,7,5,0,7
12/25/17, 21:18:00.0,2685.25,2685.5,2685.25,2685.5,9,7,6,3
12/25/17, 21:21:00.0,2685.5,2685.5,2685.5,2685.5,2,2,0,2
12/25/17, 21:24:00.0,2685.25,2685.5,2685.25,2685.5,31,19,19,12
12/25/17, 21:27:00.0,2685.5,2685.5,2685.25,2685.25,6,5,4,2
12/25/17, 21:30:00.0,2685.25,2685.25,2685,2685.25,95,67,71,24
12/25/17, 21:33:00.0,2685.25,2685.5,2685,2685.5,23,12,11,12
12/25/17, 21:36:00.0,2685.5,2685.5,2685.25,2685.25,128,61,40,88
12/25/17, 21:39:00.0,2685.25,2685.25,2685.25,2685.25,21,9,10,11
12/25/17, 21:42:00.0,2685.5,2685.5,2685.5,2685.5,11,8,0,11
12/25/17, 21:45:00.0,2685.5,2685.5,2685.25,2685.5,15,13,5,10
12/25/17, 21:48:00.0,2685.25,2685.25,2685.25,2685.25,8,7,8,0
12/25/17, 21:51:00.0,2685.5,2685.5,2685.25,2685.5,117,69,27,90
12/25/17, 21:54:00.0,2685.5,2685.75,2685.5,2685.75,25,19,23,2
12/25/17, 21:57:00.0,2685.75,2685.75,2685.5,2685.5,16,6,2,14
12/25/17, 22:00:00.0,2685.5,2685.75,2685.5,2685.75,38,23,16,22
12/25/17, 22:03:00.0,2685.5,2685.75,2685.5,2685.5,55,32,34,21
12/25/17, 22:06:00.0,2685.5,2685.75,2685.5,2685.5,23,12,5,18
12/25/17, 22:09:00.0,2685.75,2686,2685.75,2686,166,69,18,148
12/25/17, 22:12:00.0,2686,2686,2685.5,2685.5,46,29,34,12
12/25/17, 22:15:00.0,2685.5,2685.75,2685.5,2685.75,95,51,56,39
12/25/17, 22:18:00.0,2685.75,2686,2685.5,2686,57,30,5,52
12/25/17, 22:21:00.0,2685.75,2685.75,2685.75,2685.75,27,12,27,0
12/25/17, 22:24:00.0,2685.75,2686,2685.75,2685.75,32,22,24,8
12/25/17, 22:27:00.0,2685.75,2685.75,2685.5,2685.5,6,5,1,5
12/25/17, 22:30:00.0,2685.5,2685.75,2685.5,2685.75,10,10,4,6
12/25/17, 22:33:00.0,2685.5,2685.75,2685.5,2685.5,54,18,53,1
12/25/17, 22:36:00.0,2685.25,2685.5,2685.25,2685.5,54,41,41,13
12/25/17, 22:39:00.0,2685.5,2685.5,2685.25,2685.25,26,21,24,2
12/25/17, 22:42:00.0,2685,2685,2685,2685,5,5,5,0
12/25/17, 22:45:00.0,2685.25,2685.5,2685.25,2685.5,40,22,1,39
12/25/17, 22:48:00.0,2685.25,2685.5,2685,2685.25,124,50,53,71
12/25/17, 22:51:00.0,2685.25,2685.75,2685.25,2685.75,90,39,11,79
12/25/17, 22:54:00.0,2685.5,2685.75,2685.5,2685.75,6,5,4,2
12/25/17, 22:57:00.0,2685.75,2685.75,2685.75,2685.75,2,1,0,2
12/25/17, 23:00:00.0,2685.75,2686,2685.75,2686,43,23,6,37
12/25/17, 23:03:00.0,2685.75,2685.75,2685.75,2685.75,71,41,57,14
12/25/17, 23:06:00.0,2685.5,2685.75,2685.5,2685.75,88,53,50,38
12/25/17, 23:09:00.0,2685.75,2685.75,2685.75,2685.75,77,37,25,52
12/25/17, 23:12:00.0,2685.75,2686,2685.75,2685.75,49,32,22,27
12/25/17, 23:15:00.0,2685.75,2685.75,2685.5,2685.75,13,10,10,3
12/25/17, 23:18:00.0,2685.5,2685.75,2685.5,2685.5,4,4,3,1
12/25/17, 23:21:00.0,2685.75,2685.75,2685.75,2685.75,1,1,0,1
12/25/17, 23:24:00.0,2685.75,2685.75,2685.25,2685.5,67,38,53,14
12/25/17, 23:27:00.0,2685.5,2685.5,2685.25,2685.25,58,27,18,40
12/25/17, 23:30:00.0,2685.5,2685.75,2685.5,2685.75,51,35,33,18
12/25/17, 23:33:00.0,2685.75,2685.75,2685.25,2685.5,42,32,20,22
12/25/17, 23:36:00.0,2685.5,2685.5,2685.25,2685.5,33,24,14,19
12/25/17, 23:39:00.0,2685.5,2685.5,2685.5,2685.5,25,21,5,20
12/25/17, 23:42:00.0,2685.5,2685.75,2685.5,2685.5,14,10,6,8
12/25/17, 23:45:00.0,2685.75,2685.75,2685.25,2685.5,51,31,37,14
12/25/17, 23:48:00.0,2685.5,2685.75,2685.5,2685.75,3,3,1,2
12/25/17, 23:51:00.0,2685.75,2685.75,2685.5,2685.5,12,7,7,5
12/25/17, 23:54:00.0,2685.5,2686,2685.5,2685.75,32,25,7,25
12/25/17, 23:57:00.0,2685.75,2686,2685.75,2685.75,21,17,7,14
12/26/17, 00:00:00.0,2685.75,2686,2685.75,2686,92,40,15,77
12/26/17, 00:03:00.0,2686.25,2686.25,2686,2686.25,12,12,3,9
12/26/17, 00:06:00.0,2686,2686.25,2686,2686,49,18,40,9
12/26/17, 00:09:00.0,2685.75,2686.25,2685.75,2686,20,13,12,8
12/26/17, 00:12:00.0,2686,2686.25,2686,2686.25,17,10,16,1
12/26/17, 00:15:00.0,2686,2686.25,2686,2686.25,11,11,3,8
12/26/17, 00:18:00.0,2686.25,2686.25,2686,2686,68,31,26,42
12/26/17, 00:21:00.0,2686.25,2686.25,2686,2686,40,20,27,13
12/26/17, 00:24:00.0,2685.75,2686,2685.75,2686,22,16,2,20
12/26/17, 00:27:00.0,2685.75,2686,2685.75,2685.75,11,10,10,1
12/26/17, 00:30:00.0,2685.75,2686,2685.75,2685.75,6,5,4,2
12/26/17, 00:33:00.0,2685.75,2686,2685.75,2686,6,5,4,2
12/26/17, 00:36:00.0,2686,2686,2685.75,2686,6,5,2,4
12/26/17, 00:39:00.0,2686,2686,2686,2686,39,20,10,29
12/26/17, 00:42:00.0,2686.25,2686.25,2686,2686.25,5,5,1,4
12/26/17, 00:45:00.0,2686.25,2686.25,2686,2686,29,13,22,7
12/26/17, 00:48:00.0,2686,2686.25,2686,2686,12,8,11,1
12/26/17, 00:51:00.0,2686,2686,2686,2686,6,3,0,6
12/26/17, 00:54:00.0,2685.75,2686,2685.75,2686,4,4,1,3
