Date,Time,Open,High,Low,Close,Volume,NumberOfTrades,BidVolume,AskVolume
2/8/18, 00:30:00.0,2671.75,2674,2671.75,2674,128,106,40,88
2/8/18, 00:33:00.0,2673.75,2675,2673.75,2674.75,145,104,39,106
2/8/18, 00:36:00.0,2674.75,2674.75,2671.75,2674,291,205,147,144
2/8/18, 00:39:00.0,2674,2674.5,2673,2674,163,100,75,88
2/8/18, 00:42:00.0,2674,2674.75,2673.75,2674,130,84,78,52
2/8/18, 00:45:00.0,2674.25,2674.5,2673.5,2674.25,76,66,41,35
2/8/18, 00:48:00.0,2674.25,2674.25,2670,2672,924,633,557,367
2/8/18, 00:51:00.0,2672.25,2672.5,2670.5,2672.25,226,148,155,71
2/8/18, 00:54:00.0,2672.25,2673.5,2672,2672.5,173,110,48,125
2/8/18, 00:57:00.0,2672.25,2672.25,2670.75,2671.75,224,150,139,85
2/8/18, 01:00:00.0,2671.5,2674,2671,2673,910,651,407,503
2/8/18, 01:03:00.0,2673,2674,2672,2673.75,459,396,188,271
2/8/18, 01:06:00.0,2673.75,2675,2673.5,2674,532,374,242,290
2/8/18, 01:09:00.0,2674,2674.75,2673.5,2674.75,648,449,298,350
2/8/18, 01:12:00.0,2674.75,2675.5,2673.25,2673.5,1046,646,454,592
2/8/18, 01:15:00.0,2673.5,2673.75,2672.5,2672.5,952,455,553,399
2/8/18, 01:18:00.0,2672.5,2673.25,2671,2672,646,400,313,333
2/8/18, 01:21:00.0,2672,2673.5,2672,2673,412,272,176,236
2/8/18, 01:24:00.0,2673.25,2674,2672.75,2673.75,458,255,220,238
2/8/18, 01:27:00.0,2673.5,2674,2672.5,2672.75,313,190,140,173
2/8/18, 01:30:00.0,2672.75,2673.75,2671,2671.5,704,388,283,421
2/8/18, 01:33:00.0,2671.5,2671.5,2667.75,2669,1285,801,742,543
2/8/18, 01:36:00.0,2668.75,2670,2668.5,2669,516,351,280,236
2/8/18, 01:39:00.0,2669,2671,2668,2670.25,546,328,256,290
2/8/18, 01:42:00.0,2670.5,2672,2669.75,2672,396,211,125,271
2/8/18, 01:45:00.0,2672,2675.5,2671.75,2674.75,1051,557,457,594
2/8/18, 01:48:00.0,2674.5,2676.5,2674,2675.75,931,445,389,542
2/8/18, 01:51:00.0,2675.75,2676.75,2675.5,2675.75,419,233,225,194
2/8/18, 01:54:00.0,2676,2676,2674.25,2674.75,787,450,467,320
2/8/18, 01:57:00.0,2674.75,2675.25,2670.5,2672,1245,717,622,623
2/8/18, 02:00:00.0,2672.25,2674,2670.25,2673.5,2564,1786,1123,1441
2/8/18, 02:03:00.0,2673.5,2677.5,2673.25,2677,1896,1180,862,1034
2/8/18, 02:06:00.0,2677,2678,2675.75,2677,1238,747,614,624
2/8/18, 02:09:00.0,2677,2678.5,2676.75,2677,1309,709,663,646
2/8/18, 02:12:00.0,2677,2678,2674.25,2677,1280,815,679,601
2/8/18, 02:15:00.0,2677,2677,2675.5,2677,628,373,244,384
2/8/18, 02:18:00.0,2677,2678.25,2676.25,2678,508,306,203,305
2/8/18, 02:21:00.0,2678.25,2679.25,2677.25,2678,1254,766,585,669
2/8/18, 02:24:00.0,2678,2678.5,2675.5,2677.25,1207,603,532,675
2/8/18, 02:27:00.0,2677,2678,2676,2676.25,829,436,357,472
2/8/18, 02:30:00.0,2676,2677,2673.75,2674,944,580,509,435
2/8/18, 02:33:00.0,2674,2675.5,2672,2674.75,1137,659,598,539
2/8/18, 02:36:00.0,2674.75,2675.25,2671.5,2674.25,1199,682,573,626
2/8/18, 02:39:00.0,2674.25,2675.75,2673.25,2674.75,696,404,313,383
2/8/18, 02:42:00.0,2674.75,2676.5,2673.75,2676,640,306,196,444
2/8/18, 02:45:00.0,2675.75,2678.25,2675.5,2677.75,758,422,285,473
2/8/18, 02:48:00.0,2677.75,2678,2675.5,2675.5,577,357,376,201
2/8/18, 02:51:00.0,2675.5,2675.5,2673.5,2674.5,776,341,315,461
2/8/18, 02:54:00.0,2674.5,2674.5,2671.5,2672.5,1105,601,721,384
2/8/18, 02:57:00.0,2672.5,2673.25,2671.5,2671.75,699,302,371,328
2/8/18, 03:00:00.0,2671.75,2673,2669.5,2670,1763,889,995,768
2/8/18, 03:03:00.0,2669.75,2674.5,2669.5,2673.5,1301,676,685,616
2/8/18, 03:06:00.0,2673.75,2675.25,2672.75,2673.75,1094,587,652,442
2/8/18, 03:09:00.0,2674.25,2678,2673.5,2675.75,2046,981,1071,975
2/8/18, 03:12:00.0,2675.75,2675.75,2674,2674.75,595,416,341,254
2/8/18, 03:15:00.0,2674.5,2677,2674.25,2675,479,280,267,212
2/8/18, 03:18:00.0,2675.25,2676.75,2675.25,2676.25,1032,406,382,650
2/8/18, 03:21:00.0,2676.25,2677.5,2675.75,2676.25,564,353,314,250
2/8/18, 03:24:00.0,2676,2677.75,2675.75,2676.75,860,473,436,424
2/8/18, 03:27:00.0,2676.75,2677,2674,2674.5,360,235,191,169
2/8/18, 03:30:00.0,2674.75,2677.25,2673.25,2673.5,1172,675,552,620
2/8/18, 03:33:00.0,2673.75,2673.75,2671,2672.75,1200,664,590,610
2/8/18, 03:36:00.0,2672.75,2675.25,2672.75,2675,552,382,316,236
2/8/18, 03:39:00.0,2674.75,2675.75,2674,2674.75,965,440,622,343
2/8/18, 03:42:00.0,2674.75,2674.75,2670.75,2672.25,1738,875,974,764
2/8/18, 03:45:00.0,2672.25,2673.75,2671,2673.25,672,426,354,318
2/8/18, 03:48:00.0,2673.25,2674.5,2671.25,2673.25,1081,630,647,434
2/8/18, 03:51:00.0,2673.25,2674,2670.75,2671.75,777,472,473,304
2/8/18, 03:54:00.0,2671.75,2672.5,2671.25,2671.25,435,272,213,222
2/8/18, 03:57:00.0,2671.5,2674.5,2671,2672.25,1460,682,850,610
2/8/18, 04:00:00.0,2672.25,2672.25,2668,2668,4358,1920,2283,2075
2/8/18, 04:03:00.0,2668,2668.5,2666,2666.25,4572,1613,2383,2189
2/8/18, 04:06:00.0,2666,2666,2661.75,2663.25,3157,1793,1363,1794
2/8/18, 04:09:00.0,2663,2666.5,2663,2665.5,1515,847,663,852
2/8/18, 04:12:00.0,2665.75,2667.5,2665.25,2666.5,981,539,534,447
2/8/18, 04:15:00.0,2666.5,2667,2664.5,2665.75,945,478,597,348
2/8/18, 04:18:00.0,2665.75,2666,2663.5,2664.5,774,475,336,438
2/8/18, 04:21:00.0,2664.25,2666.25,2663.75,2666.25,713,462,280,433
2/8/18, 04:24:00.0,2666.25,2670.25,2665.75,2669.25,1187,737,582,605
2/8/18, 04:27:00.0,2669.5,2669.75,2667.75,2668.75,769,448,507,262
2/8/18, 04:30:00.0,2668.75,2670,2667,2668.25,877,542,513,364
2/8/18, 04:33:00.0,2668.25,2670,2667,2669.5,538,384,262,276
2/8/18, 04:36:00.0,2669.75,2670.25,2667.25,2667.75,378,247,193,185
2/8/18, 04:39:00.0,2667.75,2668.75,2667,2667.5,418,242,207,211
2/8/18, 04:42:00.0,2667.5,2668.5,2667.25,2668,250,161,122,128
2/8/18, 04:45:00.0,2667.75,2667.75,2665.25,2666,596,368,328,268
2/8/18, 04:48:00.0,2665.75,2666,2663.75,2666,747,454,396,351
2/8/18, 04:51:00.0,2665.75,2665.75,2662.75,2662.75,782,406,368,414
2/8/18, 04:54:00.0,2663,2665.25,2662,2663,988,572,391,597
2/8/18, 04:57:00.0,2663,2664,2662,2662.75,648,380,330,318
2/8/18, 05:00:00.0,2662.5,2662.75,2660.5,2660.5,1214,791,693,521
2/8/18, 05:03:00.0,2660.75,2662.75,2660.25,2662.75,860,483,385,475
2/8/18, 05:06:00.0,2662.5,2664.5,2659.25,2659.5,1196,776,734,462
2/8/18, 05:09:00.0,2659.25,2661.5,2659.25,2661,595,403,259,336
2/8/18, 05:12:00.0,2661.25,2662.25,2661,2662,490,344,251,239
2/8/18, 05:15:00.0,2662.25,2662.5,2660.25,2662.5,1023,567,502,521
2/8/18, 05:18:00.0,2662.25,2665,2662,2663.25,668,454,328,340
2/8/18, 05:21:00.0,2663.5,2664.75,2663,2663.75,497,298,153,344
2/8/18, 05:24:00.0,2663.75,2666,2662.75,2664.75,759,532,364,395
2/8/18, 05:27:00.0,2664.75,2666,2664.25,2664.75,1162,505,454,708
2/8/18, 05:30:00.0,2665,2666.5,2664,2665.5,1269,700,501,768
2/8/18, 05:33:00.0,2665.25,2665.75,2664.75,2664.75,560,328,327,233
2/8/18, 05:36:00.0,2665,2665.25,2662,2662.75,809,483,411,398
2/8/18, 05:39:00.0,2662.75,2662.75,2660,2660.75,1017,531,459,558
2/8/18, 05:42:00.0,2660.5,2660.5,2657,2658.5,2421,1091,1561,860
2/8/18, 05:45:00.0,2658.75,2662,2658.75,2661.75,1027,585,539,488
2/8/18, 05:48:00.0,2661.75,2663.75,2660.75,2661.75,1513,857,880,633
2/8/18, 05:51:00.0,2661.5,2662.25,2659.75,2661.75,1335,771,655,680
2/8/18, 05:54:00.0,2661.25,2662,2660.25,2660.5,422,275,246,176
2/8/18, 05:57:00.0,2660.5,2661.25,2660.25,2660.5,352,222,219,133
2/8/18, 06:00:00.0,2660.5,2667.5,2660,2666.75,2001,1170,861,1140
2/8/18, 06:03:00.0,2666.75,2667,2662.75,2662.75,1819,940,1112,707
2/8/18, 06:06:00.0,2663,2663.75,2662.25,2662.25,412,268,212,200
2/8/18, 06:09:00.0,2662.75,2663.5,2660,2661.25,1602,836,812,790
2/8/18, 06:12:00.0,2661.5,2664.5,2660.75,2663.75,709,473,275,434
2/8/18, 06:15:00.0,2663.75,2667.25,2663.75,2666,1431,966,703,728
2/8/18, 06:18:00.0,2666,2667.25,2665.5,2667,844,610,331,513
2/8/18, 06:21:00.0,2666.75,2669.75,2666.5,2667,2336,1337,1132,1204
2/8/18, 06:24:00.0,2666.75,2669,2665,2667.5,1639,967,860,779
2/8/18, 06:27:00.0,2667.5,2668.25,2665.75,2667.75,789,524,395,394
2/8/18, 06:30:00.0,2667.75,2668.5,2666.25,2667.5,791,426,414,377
2/8/18, 06:33:00.0,2667.5,2670.75,2667.5,2669.25,1614,817,814,800
2/8/18, 06:36:00.0,2669.5,2670.75,2668.75,2669.5,1169,666,639,530
2/8/18, 06:39:00.0,2669.25,2669.75,2667.75,2668.25,916,560,560,356
2/8/18, 06:42:00.0,2668.5,2671.75,2668.5,2671,1025,581,347,678
2/8/18, 06:45:00.0,2671.25,2673.75,2670.75,2671.5,2493,1150,1158,1335
2/8/18, 06:48:00.0,2671.25,2674.25,2671,2673.5,1572,730,681,891
2/8/18, 06:51:00.0,2673.5,2674.25,2671.25,2671.75,1419,719,743,676
2/8/18, 06:54:00.0,2671.75,2672,2670,2671.25,1118,559,592,526
2/8/18, 06:57:00.0,2671,2673.75,2671,2671.75,982,633,451,531
2/8/18, 07:00:00.0,2672,2674.75,2671.75,2673.75,2483,1124,971,1512
2/8/18, 07:03:00.0,2674,2676.25,2672.5,2673,3701,1611,1862,1839
2/8/18, 07:06:00.0,2672.75,2673.5,2672,2673,998,689,495,503
2/8/18, 07:09:00.0,2672.75,2673.5,2670,2671.25,3209,1721,1746,1463
2/8/18, 07:12:00.0,2671.25,2675.5,2671,2674.5,2741,1299,1297,1444
2/8/18, 07:15:00.0,2674.5,2677.25,2674,2675.75,4138,1669,2072,2066
2/8/18, 07:18:00.0,2675.75,2676.5,2675.5,2676,871,487,436,435
2/8/18, 07:21:00.0,2676,2679.75,2675.75,2679,4878,1919,1914,2964
2/8/18, 07:24:00.0,2679,2683.25,2679,2681.5,6077,2619,2455,3622
2/8/18, 07:27:00.0,2681.75,2682.25,2681,2682,1909,826,1061,848
2/8/18, 07:30:00.0,2682,2684.5,2680.75,2681,6719,2765,3229,3490
2/8/18, 07:33:00.0,2681,2683,2681,2682.75,1610,824,782,828
2/8/18, 07:36:00.0,2682.5,2683.75,2682,2683,1963,1024,1070,893
2/8/18, 07:39:00.0,2683.25,2684,2682.5,2682.75,2750,1258,1527,1223
2/8/18, 07:42:00.0,2682.75,2683,2679.75,2680,5388,1757,4147,1241
2/8/18, 07:45:00.0,2680,2681.5,2678.5,2681,2956,1873,1435,1521
2/8/18, 07:48:00.0,2681,2681.5,2678.75,2680.25,3067,1620,1480,1587
2/8/18, 07:51:00.0,2680.25,2681.5,2679.25,2680.5,1990,1208,982,1008
2/8/18, 07:54:00.0,2680.5,2683.75,2680.25,2682,3348,2017,1690,1658
2/8/18, 07:57:00.0,2682.25,2683.5,2682,2683.25,2082,1020,810,1272
2/8/18, 08:00:00.0,2683.25,2686.5,2682.75,2686.25,6822,2796,2440,4382
2/8/18, 08:03:00.0,2686.25,2686.5,2684.5,2685.25,1872,987,951,921
2/8/18, 08:06:00.0,2685.5,2686.5,2685,2685.5,2317,990,881,1436
2/8/18, 08:09:00.0,2685.25,2686,2683.5,2684.25,2841,1435,1584,1257
2/8/18, 08:12:00.0,2684.25,2685,2683.75,2684.75,3003,1525,1533,1470
2/8/18, 08:15:00.0,2684.5,2685,2684,2684.5,1816,975,706,1110
2/8/18, 08:18:00.0,2684.75,2684.75,2683.5,2683.5,1853,798,1275,578
2/8/18, 08:21:00.0,2683.75,2684.25,2682.75,2683.5,2987,1110,1496,1491
2/8/18, 08:24:00.0,2683.75,2683.75,2682.5,2682.5,1789,860,1117,672
2/8/18, 08:27:00.0,2682.5,2682.75,2680.25,2682,8550,3017,4061,4489
2/8/18, 08:30:00.0,2682,2684,2677,2678.75,32945,14387,15854,17091
2/8/18, 08:33:00.0,2678.5,2679.5,2671.5,2675.5,26399,13909,13018,13381
2/8/18, 08:36:00.0,2675.5,2678.25,2672.25,2677.5,18777,10328,8991,9786
2/8/18, 08:39:00.0,2677.25,2678.25,2673.5,2674.5,15758,9038,8071,7687
2/8/18, 08:42:00.0,2674.75,2674.75,2669.25,2669.5,21123,11349,11435,9688
2/8/18, 08:45:00.0,2669.5,2670.75,2665.25,2665.25,20298,10381,10838,9460
2/8/18, 08:48:00.0,2665.25,2668.75,2662.75,2666.5,24142,13197,12031,12111
2/8/18, 08:51:00.0,2666.5,2674.75,2666.25,2673.5,23387,11796,10029,13358
2/8/18, 08:54:00.0,2673.25,2677.5,2672,2677.5,17364,9244,8027,9337
2/8/18, 08:57:00.0,2677.5,2677.5,2670.5,2671.25,15867,8804,8655,7212
2/8/18, 09:00:00.0,2671,2672,2665.25,2670,24861,13383,12812,12049
2/8/18, 09:03:00.0,2669.75,2672,2665,2670,22410,10999,11289,11121
2/8/18, 09:06:00.0,2670.25,2677,2670.25,2677,17838,9416,7798,10040
2/8/18, 09:09:00.0,2677,2677.25,2670.25,2670.5,13451,7361,7348,6103
2/8/18, 09:12:00.0,2670.75,2673.5,2668.75,2670.5,12525,6828,6362,6163
2/8/18, 09:15:00.0,2670.5,2675.25,2670,2673.75,11120,6523,5416,5704
2/8/18, 09:18:00.0,2673.5,2673.5,2667.25,2668,13696,7293,7427,6269
2/8/18, 09:21:00.0,2668.25,2668.5,2664,2666,17314,8427,8114,9200
2/8/18, 09:24:00.0,2666,2669.5,2664.5,2667,14003,7184,6705,7298
2/8/18, 09:27:00.0,2667.25,2667.5,2660.75,2662.5,17900,8377,10169,7731
2/8/18, 09:30:00.0,2662.5,2665,2660.5,2661.5,13056,6749,6600,6456
2/8/18, 09:33:00.0,2661.75,2666,2660.25,2662.5,14844,7880,7860,6984
2/8/18, 09:36:00.0,2662.5,2663,2658.75,2662.5,17315,7755,10348,6967
2/8/18, 09:39:00.0,2662.5,2667,2660.75,2666.5,13210,7224,6028,7182
2/8/18, 09:42:00.0,2666.5,2667.5,2661.25,2661.5,11184,5529,6098,5086
2/8/18, 09:45:00.0,2661.5,2661.5,2658.25,2661.25,14867,6384,6838,8029
2/8/18, 09:48:00.0,2661,2662,2653.5,2653.75,20005,8391,12975,7030
2/8/18, 09:51:00.0,2654,2655.25,2651,2651.25,19071,8150,10316,8755
2/8/18, 09:54:00.0,2651.25,2652.75,2644.75,2649.5,33040,14095,17586,15454
2/8/18, 09:57:00.0,2649.5,2652.75,2648.25,2651,23540,9345,10229,13311
2/8/18, 10:00:00.0,2651.25,2655,2647.75,2655,17889,8153,7997,9892
2/8/18, 10:03:00.0,2654.75,2659.5,2653.5,2658.25,16327,8424,6816,9511
2/8/18, 10:06:00.0,2658,2658.25,2653.25,2654.75,13522,7369,7537,5985
2/8/18, 10:09:00.0,2654.75,2654.75,2648.25,2652,14345,7490,7824,6521
2/8/18, 10:12:00.0,2652,2655.25,2645.75,2646.75,15451,8532,8896,6555
